,Mass,Center of Mass,RMS Radius,Potential Issue
26333,14000000000.0,"(57.859999999999999, 140.69, 125.95999999999999)",0.0,yes
26377,14000000000.0,"(140.75, 81.840000000000003, 82.040000000000006)",0.0,yes
26381,14000000000.0,"(135.75999999999999, 61.140000000000001, 140.93000000000001)",0.0,yes
26420,14000000000.0,"(128.63, 20.420000000000002, 0.28999999999999998)",0.0,yes
26478,14000000000.0,"(41.700000000000003, 121.59999999999999, 0.32000000000000001)",0.0,yes
26482,14000000000.0,"(58.520000000000003, 60.229999999999997, 0.01)",0.0,yes
26485,14000000000.0,"(104.03, 73.959999999999994, 141.09)",0.0,yes
26492,14000000000.0,"(12.42, 0.68999999999999995, 34.619999999999997)",0.0,yes
26513,14000000000.0,"(113.3, 141.13999999999999, 60.380000000000003)",0.0,yes
26536,14000000000.0,"(30.559999999999999, 0.62, 70.5)",0.0,yes
26569,28000000000.0,"(27.244999999999997, 99.75, 140.44)",0.229836898691,yes
26570,14000000000.0,"(76.590000000000003, 52.670000000000002, 0.76000000000000001)",0.0,yes
26573,14000000000.0,"(14.06, 0.14999999999999999, 23.84)",0.0,yes
26652,14000000000.0,"(0.73999999999999999, 125.47, 102.67)",0.0,yes
26660,14000000000.0,"(30.09, 116.34, 0.37)",0.0,yes
26727,14000000000.0,"(16.789999999999999, 140.65000000000001, 56.840000000000003)",0.0,yes
26758,14000000000.0,"(0.22, 124.67, 67.700000000000003)",0.0,yes
26804,14000000000.0,"(109.23999999999999, 63.770000000000003, 0.17999999999999999)",0.0,yes
26814,14000000000.0,"(140.59999999999999, 114.51000000000001, 134.69999999999999)",0.0,yes
26854,14000000000.0,"(0.070000000000000007, 46.57, 126.77)",0.0,yes
26910,14000000000.0,"(103.08, 140.88999999999999, 138.58000000000001)",0.0,yes
26911,14000000000.0,"(112.90000000000001, 111.48, 0.16)",0.0,yes
26926,14000000000.0,"(0.12, 76.099999999999994, 84.129999999999995)",0.0,yes
26948,14000000000.0,"(79.549999999999997, 13.98, 0.71999999999999997)",0.0,yes
26949,14000000000.0,"(139.03999999999999, 124.51000000000001, 0.56999999999999995)",0.0,yes
26992,14000000000.0,"(110.81999999999999, 140.78, 32.68)",0.0,yes
27067,14000000000.0,"(112.39, 141.19999999999999, 8.3399999999999999)",0.0,yes
27069,14000000000.0,"(71.209999999999994, 9.5899999999999999, 0.029999999999999999)",0.0,yes
27079,14000000000.0,"(141.28, 1.6699999999999999, 12.720000000000001)",0.0,yes
27086,14000000000.0,"(68.730000000000004, 71.079999999999998, 0.050000000000000003)",0.0,yes
27137,14000000000.0,"(0.62, 97.359999999999999, 35.649999999999999)",0.0,yes
27163,14000000000.0,"(118.03, 104.06, 140.86000000000001)",0.0,yes
27170,14000000000.0,"(60.909999999999997, 72.090000000000003, 141.25999999999999)",0.0,yes
27208,14000000000.0,"(40.0, 141.28, 126.19)",0.0,yes
27212,14000000000.0,"(21.25, 45.850000000000001, 141.22999999999999)",0.0,yes
27256,14000000000.0,"(0.72999999999999998, 50.75, 86.590000000000003)",0.0,yes
27275,14000000000.0,"(140.65000000000001, 79.189999999999998, 96.180000000000007)",0.0,yes
27291,14000000000.0,"(120.08, 75.769999999999996, 141.00999999999999)",0.0,yes
27297,14000000000.0,"(79.560000000000002, 76.959999999999994, 140.59)",0.0,yes
27313,14000000000.0,"(68.739999999999995, 4.5899999999999999, 0.34000000000000002)",0.0,yes
27325,28000000000.0,"(140.685, 85.025000000000006, 66.52000000000001)",0.177059312096,yes
27326,14000000000.0,"(79.769999999999996, 90.079999999999998, 0.59999999999999998)",0.0,yes
27345,14000000000.0,"(74.209999999999994, 104.68000000000001, 0.22)",0.0,yes
27381,14000000000.0,"(0.67000000000000004, 34.100000000000001, 53.039999999999999)",0.0,yes
27409,14000000000.0,"(12.720000000000001, 0.19, 30.859999999999999)",0.0,yes
27410,14000000000.0,"(97.790000000000006, 123.3, 0.17000000000000001)",0.0,yes
27474,14000000000.0,"(53.68, 54.719999999999999, 0.02)",0.0,yes
27595,14000000000.0,"(3.1800000000000002, 0.56000000000000005, 76.75)",0.0,yes
27610,14000000000.0,"(28.690000000000001, 2.8100000000000001, 141.03)",0.0,yes
27617,14000000000.0,"(31.079999999999998, 54.369999999999997, 140.75999999999999)",0.0,yes
27666,14000000000.0,"(66.170000000000002, 58.530000000000001, 140.77000000000001)",0.0,yes
27755,14000000000.0,"(50.109999999999999, 123.31, 0.76000000000000001)",0.0,yes
27765,14000000000.0,"(0.17999999999999999, 21.59, 33.420000000000002)",0.0,yes
27777,14000000000.0,"(0.11, 86.700000000000003, 20.920000000000002)",0.0,yes
27779,14000000000.0,"(140.75999999999999, 115.70999999999999, 18.23)",0.0,yes
27806,14000000000.0,"(30.359999999999999, 105.23, 141.09999999999999)",0.0,yes
27834,14000000000.0,"(141.13999999999999, 73.010000000000005, 140.06)",0.0,yes
27852,14000000000.0,"(141.00999999999999, 58.18, 139.06999999999999)",0.0,yes
27871,14000000000.0,"(106.64, 117.53, 0.23000000000000001)",0.0,yes
27889,14000000000.0,"(56.25, 20.239999999999998, 0.02)",0.0,yes
27901,14000000000.0,"(21.920000000000002, 37.57, 0.56999999999999995)",0.0,yes
28106,14000000000.0,"(141.0, 119.2, 23.949999999999999)",0.0,yes
28125,14000000000.0,"(67.859999999999999, 71.379999999999995, 0.31)",0.0,yes
28141,14000000000.0,"(64.890000000000001, 0.62, 37.590000000000003)",0.0,yes
28174,14000000000.0,"(70.590000000000003, 14.41, 141.00999999999999)",0.0,yes
28272,14000000000.0,"(140.84999999999999, 77.260000000000005, 128.27000000000001)",0.0,yes
28277,14000000000.0,"(15.890000000000001, 0.14999999999999999, 81.819999999999993)",0.0,yes
28320,14000000000.0,"(66.159999999999997, 56.960000000000001, 0.25)",0.0,yes
28347,14000000000.0,"(0.34999999999999998, 77.890000000000001, 132.81)",0.0,yes
28370,14000000000.0,"(57.219999999999999, 140.65000000000001, 12.52)",0.0,yes
28373,14000000000.0,"(140.72, 107.45, 13.84)",0.0,yes
28407,14000000000.0,"(0.60999999999999999, 19.760000000000002, 44.380000000000003)",0.0,yes
28454,14000000000.0,"(55.159999999999997, 141.00999999999999, 59.590000000000003)",0.0,yes
28474,14000000000.0,"(7.0199999999999996, 49.560000000000002, 0.35999999999999999)",0.0,yes
28476,14000000000.0,"(50.920000000000002, 0.35999999999999999, 50.07)",0.0,yes
28516,14000000000.0,"(19.010000000000002, 87.170000000000002, 140.78)",0.0,yes
28525,14000000000.0,"(140.61000000000001, 81.049999999999997, 62.079999999999998)",0.0,yes
28596,14000000000.0,"(14.720000000000001, 102.91, 141.02000000000001)",0.0,yes
28614,14000000000.0,"(53.359999999999999, 106.81, 141.06)",0.0,yes
28631,14000000000.0,"(136.22999999999999, 140.94999999999999, 95.950000000000003)",0.0,yes
28671,14000000000.0,"(140.94999999999999, 4.2699999999999996, 40.810000000000002)",0.0,yes
28718,14000000000.0,"(57.439999999999998, 141.03, 3.8599999999999999)",0.0,yes
28762,14000000000.0,"(5.4000000000000004, 0.34000000000000002, 60.969999999999999)",0.0,yes
28800,14000000000.0,"(141.28999999999999, 76.640000000000001, 59.950000000000003)",0.0,yes
28814,14000000000.0,"(117.88, 0.040000000000000001, 127.31)",0.0,yes
28845,14000000000.0,"(140.81999999999999, 61.299999999999997, 123.34999999999999)",0.0,yes
28891,14000000000.0,"(140.69999999999999, 10.9, 53.509999999999998)",0.0,yes
28967,14000000000.0,"(141.00999999999999, 122.41, 8.6699999999999999)",0.0,yes
28971,14000000000.0,"(52.649999999999999, 56.030000000000001, 141.09999999999999)",0.0,yes
28976,14000000000.0,"(0.68999999999999995, 19.050000000000001, 35.68)",0.0,yes
28980,14000000000.0,"(50.060000000000002, 141.00999999999999, 102.93000000000001)",0.0,yes
28988,14000000000.0,"(44.109999999999999, 0.13, 73.819999999999993)",0.0,yes
29015,14000000000.0,"(77.640000000000001, 127.45, 140.87)",0.0,yes
29084,14000000000.0,"(140.59, 51.75, 139.09)",0.0,yes
29103,14000000000.0,"(7.4000000000000004, 0.40000000000000002, 90.810000000000002)",0.0,yes
29109,14000000000.0,"(18.870000000000001, 141.13999999999999, 58.700000000000003)",0.0,yes
29135,14000000000.0,"(43.159999999999997, 5.2000000000000002, 140.71000000000001)",0.0,yes
29142,14000000000.0,"(69.390000000000001, 67.060000000000002, 140.74000000000001)",0.0,yes
29160,14000000000.0,"(16.41, 140.97, 23.449999999999999)",0.0,yes
29184,14000000000.0,"(0.19, 111.29000000000001, 129.33000000000001)",0.0,yes
29185,14000000000.0,"(140.72999999999999, 103.73, 4.8300000000000001)",0.0,yes
29219,14000000000.0,"(0.52000000000000002, 113.44, 102.94)",0.0,yes
29227,14000000000.0,"(77.290000000000006, 0.40999999999999998, 111.51000000000001)",0.0,yes
29233,14000000000.0,"(0.68000000000000005, 44.509999999999998, 10.07)",0.0,yes
29289,14000000000.0,"(125.23, 35.119999999999997, 140.90000000000001)",0.0,yes
29294,14000000000.0,"(95.609999999999999, 141.24000000000001, 22.640000000000001)",0.0,yes
29295,14000000000.0,"(12.32, 63.490000000000002, 140.61000000000001)",0.0,yes
29320,14000000000.0,"(98.790000000000006, 140.86000000000001, 137.74000000000001)",0.0,yes
29387,14000000000.0,"(45.5, 121.36, 140.87)",0.0,yes
29396,14000000000.0,"(30.199999999999999, 89.349999999999994, 141.19999999999999)",0.0,yes
29414,14000000000.0,"(125.69, 90.439999999999998, 0.45000000000000001)",0.0,yes
29416,14000000000.0,"(31.129999999999999, 0.56000000000000005, 114.67)",0.0,yes
29447,14000000000.0,"(0.73999999999999999, 46.380000000000003, 8.4199999999999999)",0.0,yes
29554,14000000000.0,"(20.859999999999999, 65.640000000000001, 141.15000000000001)",0.0,yes
29588,14000000000.0,"(110.34999999999999, 140.74000000000001, 120.88)",0.0,yes
29605,14000000000.0,"(0.050000000000000003, 54.32, 60.5)",0.0,yes
29699,14000000000.0,"(127.84999999999999, 136.36000000000001, 140.69)",0.0,yes
29703,14000000000.0,"(103.59, 58.039999999999999, 141.02000000000001)",0.0,yes
29705,14000000000.0,"(141.02000000000001, 106.09999999999999, 9.4900000000000002)",0.0,yes
29735,14000000000.0,"(140.69999999999999, 19.16, 38.780000000000001)",0.0,yes
29736,14000000000.0,"(5.4400000000000004, 61.899999999999999, 141.11000000000001)",0.0,yes
29769,14000000000.0,"(94.340000000000003, 0.28000000000000003, 23.149999999999999)",0.0,yes
29875,14000000000.0,"(13.19, 140.69999999999999, 68.680000000000007)",0.0,yes
29876,14000000000.0,"(62.189999999999998, 0.37, 98.400000000000006)",0.0,yes
29898,14000000000.0,"(65.540000000000006, 0.76000000000000001, 55.399999999999999)",0.0,yes
29931,14000000000.0,"(141.11000000000001, 3.7000000000000002, 38.780000000000001)",0.0,yes
29963,14000000000.0,"(134.88, 82.5, 140.62)",0.0,yes
29970,14000000000.0,"(0.089999999999999997, 107.13, 140.43000000000001)",0.0,yes
29998,14000000000.0,"(16.789999999999999, 140.81, 65.129999999999995)",0.0,yes
30062,14000000000.0,"(3.2999999999999998, 88.450000000000003, 141.11000000000001)",0.0,yes
30105,14000000000.0,"(42.130000000000003, 132.62, 0.10000000000000001)",0.0,yes
30120,14000000000.0,"(0.20999999999999999, 124.91, 22.07)",0.0,yes
30135,14000000000.0,"(81.019999999999996, 76.859999999999999, 0.56999999999999995)",0.0,yes
30145,14000000000.0,"(10.27, 72.5, 0.13)",0.0,yes
30164,14000000000.0,"(57.82, 32.359999999999999, 0.14999999999999999)",0.0,yes
30183,14000000000.0,"(61.109999999999999, 141.0, 10.74)",0.0,yes
30238,14000000000.0,"(0.029999999999999999, 60.119999999999997, 96.230000000000004)",0.0,yes
30267,14000000000.0,"(141.15000000000001, 90.150000000000006, 140.25)",0.0,yes
30282,14000000000.0,"(0.34000000000000002, 55.229999999999997, 23.969999999999999)",0.0,yes
30307,14000000000.0,"(136.34999999999999, 0.59999999999999998, 80.299999999999997)",0.0,yes
30367,14000000000.0,"(119.11, 31.02, 140.63999999999999)",0.0,yes
30390,14000000000.0,"(62.039999999999999, 39.109999999999999, 0.13)",0.0,yes
30435,14000000000.0,"(124.28, 78.400000000000006, 141.16999999999999)",0.0,yes
30477,14000000000.0,"(116.76000000000001, 140.53999999999999, 91.909999999999997)",0.0,yes
30511,14000000000.0,"(100.42, 140.62, 15.0)",0.0,yes
30526,14000000000.0,"(122.64, 117.33, 141.15000000000001)",0.0,yes
30530,14000000000.0,"(110.98999999999999, 107.48, 0.29999999999999999)",0.0,yes
30565,14000000000.0,"(117.40000000000001, 0.46999999999999997, 49.390000000000001)",0.0,yes
30573,14000000000.0,"(95.879999999999995, 141.15000000000001, 59.5)",0.0,yes
